x,y
462.9998047,-4042.665681
456.8334086,-3998.166047
444.5,-4020.333222
491.6654198,-4709.665323
499.3331828,-4425.333206
490.3334086,-4420.833206
473.8334086,-4395.166794
496.8334086,-4344.833587
507,-4248.833191
533.1667867,-4275.833587
533.6671772,-4046.499268
538.6666219,-4337.333191
560.0005858,-4182.165696
602.5,-4675.833222
660.9998047,-4654.666047
768.1668019,-4545.666778
737.8924942,-4517.722956
605.4998047,-4350
641.1672077,-4347
618.6673725,-4317.8331
605.9994142,-4297.833466
892.6668019,-4234.333953
666.667763,-4205.999634
607.1668172,-4126.165315
784.3337991,-4014.000366
761.4996095,-3989.5
787.6665914,-3991.666778
899.9998047,-3957.999268
686.332597,-3931.834685
632.3320112,-3936.664614
859.3330181,-3926.668272
797.8204757,-3914.942824
602,-3883.333572
699.1670125,-3814.000366
847.7943821,-3863.916315
920.7562854,-3846.907479
927.3330181,-3807.66751
887.7735072,-3791.878891
578.8333781,-3774.333206
613.5007811,-3680.333557
616.6664267,-3639.333923
584.3334086,-3563.999634
617.8333933,-3554.499634
626.1665914,-3486.499268
750.8450037,-3358.653825
681.6642482,-3320.175939
894.0001953,-3234.500732
765.8333781,-2938.833328
991.8331828,-4455.998903
1070.333409,-4438.668989
1100.332823,-4421.001097
991.9996095,-4411.668272
1021.833183,-4400.000732
1011.166607,-4375.500366
1207.667177,-4376.833572
1065.037053,-4389.110714
1029.500195,-4406.498903
1117.009916,-4375.103437
1173.980169,-4349.089922
1103.833409,-4162.500366
972.6665914,-4146.833587
1279.000195,-4146.33467
976.0001953,-4095.666809
1060.833604,-4053.5
1022.250391,-4129.250366
981.0808903,-3998.907999
1395.333589,-3987.333572
1030.5,-4028.991953
1044.500391,-3956.832825
1052.333378,-3973.998903
1150.5,-3940
1158.964513,-3866.893445
1112.999805,-3805.666672
1163.166982,-3804.166062
1148.665841,-3788.333206
1061.166622,-3790
1165.500391,-3769.167159
1215.934766,-3760.838348
1093.998434,-3756.836269
1127.980691,-3726.820675
1154.666591,-3702.166809
1188.499609,-3688.833557
1144.500195,-3689.16751
1148,-3682.833587
1097.999805,-3671.334685
1212.166591,-3666.166428
1272.666591,-3656.333587
1231.5,-3635.668973
1227.166622,-3643.500366
1187.666396,-3622.33502
1319.880491,-3606.758301
1039.5,-3572.998903
1125.999609,-3563.332475
1022.999609,-3531.834685
1250.9165,-3479.692289
1024.667177,-3452.166062
1140.166622,-3437.000366
1386.000781,-3427.498537
1275.33458,-3409.167906
1127.980691,-3398.650187
1381.333799,-3367.000732
1215.832792,-3211.332856
1336.166787,-3202.833923
1082.666622,-3177.833222
1003.833409,-3164
1050.021397,-3142.517122
1240,-3134.833923
1364.833213,-3152.666047
1151.5,-2889.998903
1537.333409,-4003.500366
1623.333183,-3996.833953
1536.017222,-3976.699566
1672.000391,-3953.167144
1689.936853,-3918.669418
1759.332808,-3916.833587
1796.999805,-3876.499268
1696.333213,-3871.500732
1639.333409,-3841.833191
1492.666411,-3839.166778
1529.020875,-3818.61744
1559.999805,-3808.999634
1529.020875,-3797.606525
1784.666622,-3786.5
1553.666607,-3767.501097
1750.999805,-3756.999634
1927.833183,-3746.499634
1692.333018,-3738.833587
1626.969731,-3709.560784
1677.333409,-3684.500366
1885.910238,-3542.900202
1809.332823,-3431.666428
1742.984866,-3414.83367
1736.999805,-3401.999268
1693.166997,-3358.666778
1595.166997,-3338.666809
1684.015656,-3336.793127
1621.999414,-3285
1625.333198,-3213.001097
1899.167794,-3210.332109
1625.500195,-3143.333953
1720.922241,-3139.930869
1715.92485,-3116.918914
1512.833589,-3087.83467
1472.052187,-3042.88045
1536.666787,-2997.5
2321.002148,-4614.33249
2046.001367,-4575.004024
2302.499805,-4521.833222
2061.07254,-4501.021831
2094.999609,-4488.001097
2084.500195,-4469.500366
2144.333573,-4461.999634
2150.666787,-4458.000366
2065.083897,-4434.917342
2163.000781,-4429.666413
2285.333769,-4425.666413
2009.999805,-4419.333572
2324.934766,-4409.976581
2252.499414,-4395.666443
2287.333213,-4400.999268
2257.799988,-4407.300003
2154.000391,-4379.335051
2038,-4379.666656
1969.000195,-4370.333328
2292.951466,-4375.958042
2141.030791,-4364.952043
2024.666982,-4366.333313
2079.332628,-4285
2192.33458,-4248.667159
2127.038097,-4217.871886
2074.065756,-4195.859889
2036.999805,-4198.666778
2039.499609,-4155.33249
1987.5,-4149.666809
2173,-4111.334654
2010.999609,-4059.999268
2240.416689,-4037.25
2247.333686,-4036.918989
2108.999609,-4037.333222
1986.666802,-3994.000732
2305.5,-3946.5
1988.000586,-3908.668257
2021.991861,-3881.016798
2157.959294,-3910.946016
1991.046447,-3847.911663
2301.666802,-3835.166062
2109,-3785.400799
2263.903975,-3745.856044
2109.332597,-3665.332001
2210.333198,-3670.331758
2154.666817,-3620.667876
2274.898235,-3620.787882
1972.056362,-3602.778067
2221.925894,-3590.771524
2024.029225,-3555.751587
2113.5,-3557.8331
2089.99823,-3433.499268
2037.33455,-3391.499634
2267.16581,-3330.665712
2188.977038,-3324.933988
2081.0334,-3264.902801
2212.333573,-3225.334319
2067.000195,-3157.666794
1983.332628,-3140.998903
2168.833409,-3126.499268
2073.333409,-3123.333222
2226.000195,-3103.333587
2321.666427,-3087.833222
2315.167012,-3106.498537
2112.333003,-3062.000366
2301.333604,-3065.165681
2093.332792,-3038.668242
2131.166982,-3041.500366
2154.333409,-3039.5
2254.500781,-3006.667144
2192.66542,-2982.332841
2239.166591,-2974.999634
2129.500391,-2926.66533
2247.999805,-2862.334319
2337,-2794.001097
2430,-4766.833222
2635.000976,-4730.336133
2611.333003,-4711.000366
2644.877882,-4679.990124
2587.907628,-4664.982327
2450.666622,-4658.334685
2431.333573,-4650.833953
2609.896147,-4641.970372
2448.999609,-4590.5
2513.999805,-4591.33249
2400.666396,-4588.998171
2613.500098,-4584.499085
2635,-4579
2610.895625,-4545.920473
2543.930591,-4502.898123
2371.333018,-4476.66533
2440.666427,-4464.66751
2627.500195,-4460.166778
2392.009916,-4439.865376
2636.882057,-4432.861738
2404.000781,-4409.666778
2488.333213,-4366.333557
2616.000391,-4357.333587
2624.999024,-4349.000732
2341.955119,-4324.937626
2399.000976,-4290.336514
2397.666591,-4245.168272
2560.333409,-4246.001829
2486.999219,-4185.998171
2448.333213,-4167.833572
2409.333213,-4118.000732
2539.833393,-4110.5
2389.666787,-4089.002195
2562.666982,-4093.666778
2619.810038,-4087.814438
2552.666201,-3986.999268
2404.000195,-3944.832117
2494.666787,-3899.166413
2484.000586,-3808.667891
2632.869532,-3808.9054
2354.666787,-3787.335401
2453.999024,-3779.001829
2508.667012,-3765.000366
2572.333799,-3710.498537
2633.86901,-3681.839387
2345.333769,-3628.000366
2569,-3610
2425.848135,-3507.95114
2343.890929,-3490.942304
2621.166591,-3492
2514.166982,-3479.165818
2609.833213,-3450.498902
2574.90241,-3455.943864
2632.333409,-3449.333557
2516,-3439.499634
2607.333589,-3407.33345
2603.666817,-3319.666794
2366.666802,-3279.666778
2543.166787,-3269.166809
2542.166982,-3233.333222
2363.333378,-3156.667891
2559.499805,-3154.999634
2505.666817,-3073.999268
2606.929547,-2913.910597
2632.915978,-2812.858099
2371.333213,-2782.666794
2455.008872,-2766.834189
2611.000195,-2765.001097
2571.947813,-2762.83211
2466.003131,-2711.805601
2538.012209,-2673.519676
2527.500195,-2574.666413
2546,-2549.500366
2577.500195,-2507.333953
2494.987997,-2487.68917
2707.003653,-4778.953739
2857,-4750
2690.012525,-4709.917874
2962.870054,-4717.922033
2842.666396,-4690.001097
2983.99646,-4661.006585
2990.830675,-4662.673012
2920.891972,-4656.890326
2855.925894,-4636.87993
2927.888319,-4624.873693
2840.667012,-4624.666413
2747.982256,-4616.869535
3013.166591,-4618.500366
3025.896669,-4613.863817
2766.032356,-4582.847704
2913.333378,-4415.333572
2779,-4335
2740.333393,-4227.165681
2786,-4186.833953
2936.833018,-4144.331743
2680.333994,-4092.334288
2912.833799,-4024.666672
2919.332792,-3995.500366
2748.166021,-3989.165712
2849.988519,-3967.528038
2754.833213,-3929.5
2883,-3935.5
2705.06419,-3928.507766
2852.986953,-3879.482297
2782.999219,-3862.834304
2883.166622,-3796.000366
2846.333964,-3747.833222
2873.666622,-3719.5
2819.166607,-3705.417693
2843.666396,-3688.500366
2694.166591,-2906.66751
2892,-2814.5
2697.981213,-2765.783771
2673,-2768.201183
3008.666622,-2749.333206
2782.936853,-2730.765578
2989.166817,-2699.500366
3044.666216,-2704.999268
2762,-2629.696031
2911.680681,-2595.66277
2800.061059,-2549.941265
2776.073584,-2509.920473
2724.665826,-2491.999634
2822.666787,-2486.667144
3989.99705,-3039.987562
3327,-2960.048801
3354.000195,-2922
3175.332237,-2801.667541
3155.333769,-2710.334288
2792.416982,-2438.416611
953.0003905,-3995.333587
571.6663961,-3644.667144
773.9988284,-3934.664584
2559.333393,-3790.166778
2649,-3579
2406.998981,-3235.997903
831,-3956
1039.666006,-3070.334304
2743,-4698
2631.001562,-3528.333587
2061.167568,-4083.666778
1227.668154,-3054.83944
1099.333573,-4138.333222
367.3331828,-4480.999634
313,-4871.332856
2772.332988,-3061.333953
414.5017574,-4423.666428
3600.662912,-4366.996342
3635.33048,-4396
3670.499805,-4351.999634
3693.832402,-4337.333923
625.1667867,-2468.5
499,-3076.5
471.3330181,-3021.666656
508.8404775,-2935.363893
474.6669819,-2893.66751
483.6666219,-2876.83249
467.1668172,-2846.499634
436.33219,-2797.336819
179.6667867,-2911.332094
-250.3337991,-2795.333938
-288.6668172,-2774.666778
-45.16642666,-3068.999634
142.5,-2941.5
-89.49785209,-3273.833222
-191,-3212
-367.6660056,-3212.664949
-262.9988284,-3142.001463
-435.0001953,-3204.333206
-424.6667867,-3290.333938
-343.1667867,-3337
-323,-3404
-285.8332133,-3419.5
-274.3332133,-3236.832856
-257.5,-3440.499634
-429.8330028,-3362.833587
-609.6660056,-3452.666062
-553.0001953,-3371.666778
-638.0005858,-3141.667175
-577.6662009,-3110.332109
-577.9998047,-3138.338343
-515,-3162
-368.1666067,-3013.5
-386.4998047,-3196.999634
-645.6667867,-3393.666778
-156.9990237,-3145.333953
-263.6666219,-3086.499634
-172.3345497,-3238.003658
-487.6662009,-2898.333938
-623.6675983,-2934.33467
138.5003905,-2963.167144
333.3339944,-2978.332109
6.00039053,-2852.333191
89.00078106,-3089.66312
104.0003905,-3078.499634
169.663693,-3011.328085
313.1675983,-3176.833206
-159.1660361,-2858.833572
-280.3330181,-2770.666413
-256.8334086,-2732.166778
-77.66662193,-2797.665681
-142.3334086,-2772.332856
-202.667403,-2808.332841
-178.4998047,-2822.500366
-168,-2793
-262,-2821
-252.3336039,-2707.000366
-295.6660056,-2664.999268
-250.4994142,-2618.666443
-334.6662009,-2648.000732
-96,-2703
-123.3314559,-2718.666428
-465.5007811,-3667.833923
368.3333781,-2869.834319
166.6662009,-3067.998537
-149.9998047,-2629.999268
-154.332597,-2592.998537
-40.66701246,-2561.334288
-11.83318281,-2635.833587
3,-2718.667175
36.33360386,-2695.998903
89.66701246,-2750.666443
167.5,-2812.166794
301,-2824.666778
346.8334086,-2884.167159
326.6662314,-2860.166047
222.5,-2894.833953
61.24350602,-2798.885494
-315.6669819,-2679.663486
-431.9996095,-2641.331027
-473.3333781,-2689.999634
-484.0001953,-2700.999634
-479.6683488,-2698.501463
-433.3330181,-2730.665681
-539.0003905,-2806.83249
-610.8336039,-3039.999634
-614.6669819,-3128.666047
146.000295,-2617.002012
155,-2585
78.99980336,-2569.49872
83.99980336,-2563.998171
65.3334086,-2471.001097
57.00019526,-2469
-6.666786669,-2464.166428
30.1665914,-2385.832841
63.66698193,-2282.33467
-180.5,-2400.5
175.6648493,-2397.669339
224.3331828,-2564.500366
337.3339944,-2468.000366
370,-2387
85.66424823,-150.6634862
-1058.333573,-116.5
-620,-29.66665649
232.9994142,-2494.000732
208.4998034,-2336.500732
202.0001966,-2309.499817
176.6663961,-2221.333938
295.6667867,-2227.66751
436.0005858,-2180.666047
539.3320112,-2130.666047
747.1679888,-2139.834319
645,-2014
644.5,-1979.500366
703.5001953,-2047.999634
693,-2009
674.3334086,-1916.333572
825.3334086,-1874.167144
786.5,-1988
611.6669819,-1820.668242
1071.333573,-1772.333557
1180.334385,-1664.665315
850.8337991,-1587.832459
886.3326275,-1635.332124
835.6666219,-1637.332475
835.5,-1629.666778
922.1669819,-1576.666778
876,-1662
699.3334086,-1781.997439
843.3341591,-2059.667175
735.1667867,-1803.333557
868.5001953,-1762.166428
831.0001953,-1739.666794
859.166687,-1733
805.3330181,-1737.999634
966,-1934
924.8335733,-2163.5
852,-2096
731.0025384,-1919.332856
589,-1460
618.8332133,-1368.16533
559.3328075,-1408.332841
961.6634824,-1455.66751
1136.333964,-1417.665681
1090.667388,-1458.667144
1170.000195,-1493.832124
1139,-1591
1362.666201,-1560.666778
1355.166622,-678.3346848
1197.166802,-608.5
1139,-572
1174.333393,-676.3317431
1578.332792,-701.334319
1709.333409,-628.1667784
1761.000586,-609.3339379
1859.668935,-679.0003658
1883.000391,-564.834319
1894.333573,-582.668638
1897,-453
1853.333213,-496.6675253
1812.999609,-451.3335569
1737.000195,-672.9974393
1679.333409,-693.6649799
1732.666591,-715.3317583
1713.666427,-497.8339532
1494.666622,-336.3321241
1518.500586,-345.8332216
1488.667989,-341.9989026
1482.000391,-351.666687
1448.999805,-300.3335569
1379.995116,-395.0062963
427.3336039,-2279.663486
225.4999017,-2083.998537
223.6671772,-2138.666778
177.6662009,-2060.331027
139.3333781,-2051.665315
65.66603613,-2003.998171
67.16678667,-2017.83249
70.8334086,-2019
222.1665914,-1794.166047
448.3334086,-1565.332841
459.6667867,-1528.336148
344.3345802,-1434.001097
46.83321333,-1637.333222
66,-1702
-81.00019526,-1577.998171
-90.16680193,-1474.833923
-23.99960947,-1430.333953
-9.5,-1445.998903
51,-1265.666778
-87.00019526,-1135.333953
241.3331981,-1266.666047
240.5,-1193.5
238,-1202
328.8331828,-1230.830996
395.0011716,-1196.666413
289,-1225.332109
439,-993
416.3339639,-1053
416.6675677,-1064.166778
327.0003905,-1306.665681
257.3355565,-1504.000366
212.6666219,-1536.333953
212.3326275,-1610.330295
350.9998047,-1632.999268
115.332597,-1450.667876
-125.3332133,-1162.998903
16.66678667,-1188.666047
93.66719246,-1162.330265
151.6656151,-1190.328817
73.50019526,-961.4996342
69.99863315,-1105.663501
439.6666219,-2743.333313
645.3329875,-2774
505.9998047,-2918.333206
339.3336039,-3025.500366
290.0013669,-3063.331743
507.6665914,-3179.334319
-199,-2386
146.3324323,-1411.997805
476.3336039,-1099.332841
545.3332133,-1116
210.6667867,-1400.66751
-250.8332133,-1841.833587
-171.3332133,-1853.333587
-229.5005858,-2029.166428
-222.6691604,-2064.666428
-247.8330181,-1924.499268
-1395.333213,-1980.332109
-1374.499805,-1941.832856
-1045.333198,-1619.998903
-342.6665914,119.3335721
112.1666219,-2106.833557
-18.33379913,-2215.66498
-76.6665914,-2292.331743
751.6667867,-2361
810.6671772,-2469.667876
824,-2539
573.6668172,-2470.333572
550.6663961,-2488.998903
638.0001953,-2577.332841
725.1671772,-2604.165696
857.9998047,-2820
321,-3079
425.0001953,-3107.332856
420.6681535,-3078.333206
305.1667867,-2843.333953
294.4998047,-2578.832841
1193.499805,-1619.500366
989.6662161,-1506.5
785.1668172,-1472.833557
782.6663961,-1387.331393
-512.3349707,-2079.670437
-565.6648645,-2134.331758
-665.5001953,-2061.667159
-726.6669819,-1950.663151
-723.1665914,-1826.833953
-624,-2006
-717,-2144
-653.3339944,-1818.833953
-657.4990237,-1737.493415
-658.6673725,-1665.001829
-660.5,-1772.500366
-574.6681535,-1685.670818
-539.1671772,-1561.666047
-532.6670125,-1531.999634
-936.3359165,-1405.335051
-1136.666201,-1306.998171
-447.6669819,-1352.667525
-600.8328228,-1090.666413
-826,-1305.5
-874.6656456,-1235.999268
-1185.833183,-1029.833953
-1154.832823,-903.1667784
-1244.000391,-830.6664126
-1145.000391,-1131.333953
-1448.000391,-1220.167144
-1408.000195,-1234.333222
-1430.667372,-1243.665696
-1529,-1231.5
-1546,-1283
-1696.333573,-1237.998903
-1693.166982,-1219.166047
-1752.5,-1266
-1740.66877,-1160.664584
-1791.333784,-1360.993415
-1719,-1512
-1673.666982,-1543
-1497.833409,-1589.166809
-1548.331816,-1716.335401
-1634,-1719.995244
-1789.333213,-1544.330295
-1752.333393,-1638.666443
-1753.832612,-1624.5
-1829.998047,-1675.667541
-1797.5,-1742.499268
-1798,-1834
-1829,-1758
-1835.833183,-1850.000366
-1858.875293,-1843.583205
-1789.5,-1749.666778
-1561.333213,-1880.668242
-1945.333604,-1613.332094
-1915.999805,-1688.167159
-1889.667177,-1743.332124
-1950.749805,-1691.165436
-1997.333213,-1754.167144
-1973.16542,-1816.499634
-1675,-1650
-1912.668184,-1842.663501
-1971.499805,-1828.998537
-1978.499805,-1702.16751
-1662,-1864
-1555.333003,-1985.332094
-1496.333409,-1980.667541
-1487.000391,-2003.66751
-1623.998227,-2048.329929
-1623.333409,-1961.832825
-1677.666817,-1956.000366
-1569.666396,-2009.999634
-1527.665585,-2033.331027
-1527,-2051.500366
-1525.66545,-2097.327353
-1490.664834,-2195.662785
-1352.666216,-2167.332841
-1315.999609,-2156.33249
-1763.666231,-2031.332856
-1723.499609,-2204.832109
-1575.333003,-2179.499268
-1587.166607,-2203.166794
-1396.833198,-2142.998903
-1382.499219,-2087.501097
-1363.667372,-2090.999253
-1449.499805,-2142
-1434.832628,-2021.166047
-1430.667989,-1966.334319
-1408.667192,-2036.664949
-1612.666622,-2234.667267
-1657.333769,-2302.497804
-1619.333378,-2368.669112
-1667.666982,-2230.328832
-1634,-2269
-1890.333979,-2013.833191
-1653.666396,-2059.663852
-1659.329894,-2063.329563
-1425.000391,-1828.5
-1549.832628,-1816.166778
-1572,-1798
-1526.333003,-2146.999268
-1437.666216,-2212.166062
-1524.664083,-1650.332856
-1508.999609,-1549.666778
-1254.665826,-1485.331743
-1393,-1417.5
-1407.999024,-1648.664584
-1651.332628,-1824.330295
-1393.667208,-1890.998171
-1371.999805,-1892.328817
-1258.500391,-1917.163882
-1227.832206,-1897.166413
-1171.833213,-1856.833587
-1343.666591,-1922.333587
-1314.332597,-2003.330646
-1223.000031,-1969.333923
-1194.667372,-1958.331728
-1083.5,-1933.333191
-1095.666006,-1932.666413
-1114.5,-2075.667159
-1158,-2055
-1120.666787,-2201.666443
-1109.833409,-2267.000366
-1043.833183,-2026.833313
-1157.667012,-2222.331758
-1221.166396,-2223.332841
-1054.333213,-1593.66751
-926.9992189,-1514.000732
-908.3339639,-1517.333587
-1213.33419,-1675.001463
-1249,-1709
-1211.250098,-1850.416603
-1146.333018,-1826.166413
-1036.332988,-1860.5
-979,-1822
-1027.399994,-1705.397945
-915.1667867,-1766.667159
-893.3308702,-1786.668607
-873,-1735.500366
-992.1667867,-1665.338312
-1003.833213,-1655.501463
-1564,-2264
-1530.166607,-2301.5
-1499.833213,-2342.334288
-1543,-2458.334182
-1633.666817,-2436.5
-1526.998243,-2597.330661
-1356.668575,-2436.001463
-1329.333979,-2497.666047
-1124.999805,-2443.999634
-1103.999024,-2420.666809
-965,-2352
-926,-2405
-746.6654351,-2321.667876
-610.5,-2436.500366
-574.6652246,-2507.99526
-743,-2517.667159
-865.6663961,-2540.331743
-865.0005858,-2322.994513
-562.8341897,-1591.167159
-210.6654198,-1351.666794
-172.3345802,-1630.334288
-344.0001953,-1696.6669
-382.5,-1667.166916
227.0003933,-2399.001829
-1142.167177,-2957.165696
-1308.665841,-2979.667159
-1181.665841,-2762.666656
-1187,-2749.5
-1038.333604,-2798.666656
-1157.666997,-2599.000732
-940.8334086,-873.8342885
-913.3329875,-1011.166413
-992.8330181,-2940.833191
-995.6681535,-2962.499634
-1074.166982,-2908.16533
-825.9988284,-3009
-930.5001953,-2915.166656
-892.3341591,-2827.666656
-984.875,-2747.999817
-1124.001172,-2781.166687
-1419.333213,-1751.833557
-1374.999024,-1713.000732
-1367.333604,-1719.333557
-1170,-1689
-1211.166591,-1733.834654
-1045.332237,-1482
-852.8333933,-420.3335874
-874.1665914,-413.4996342
-914.1663961,-395.5
-1049.666591,-437.3295635
-1113.667778,-465.3368797
-1138.500391,-557.1653152
-1086.666607,-671.6682417
-1118.000781,-588.3328405
-1104.832988,-511.9996342
-1022.668544,-621.6605749
-1040,-575
-1042.5,-370.5003658
-1059.332988,-359.3335874
-844.8332133,-192.8331911
-704.6662314,-170.0007316
-756.4998047,-174.1679289
-632.6667867,-129.6660621
-658.331816,-101.3332216
-637.3337991,-239.1671595
-750.9988284,21
-694,8
-491.3331828,175.9996342
-1381.666607,-1932.666413
-981.1671772,-501.1671595
-788.8334086,-491.5
-796.6669972,-559.1649494
